METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ
"DEbest","dixonpr",10,4,180,5,4294.317435
"DEbest","dixonpr",10,4,200,6,4294.317435
"DEbest","dixonpr",10,4,220,7,1405.288626
"DEbest","dixonpr",10,4,240,8,1405.288626
"DEbest","dixonpr",10,4,260,9,1405.288626
"DEbest","dixonpr",10,4,280,10,966.349175
"DEbest","dixonpr",10,4,300,11,344.671096
"DEbest","dixonpr",10,4,320,12,344.671096
"DEbest","dixonpr",10,4,340,13,344.671096
"DEbest","dixonpr",10,4,360,14,253.180317
"DEbest","dixonpr",10,4,380,15,253.180317
"DEbest","dixonpr",10,4,400,16,134.221319
"DEbest","dixonpr",10,4,420,17,111.764345
"DEbest","dixonpr",10,4,440,18,80.639493
"DEbest","dixonpr",10,4,460,19,80.639493
"DEbest","dixonpr",10,4,480,20,30.974590
"DEbest","dixonpr",10,4,500,21,13.253000
"DEbest","dixonpr",10,4,520,22,13.253000
"DEbest","dixonpr",10,4,540,23,11.901904
"DEbest","dixonpr",10,4,560,24,10.261941
"DEbest","dixonpr",10,4,580,25,3.742602
"DEbest","dixonpr",10,4,600,26,3.742602
"DEbest","dixonpr",10,4,620,27,3.742602
"DEbest","dixonpr",10,4,640,28,3.742602
"DEbest","dixonpr",10,4,660,29,3.742602
"DEbest","dixonpr",10,4,680,30,2.146758
"DEbest","dixonpr",10,4,700,31,1.660965
"DEbest","dixonpr",10,4,720,32,1.660965
"DEbest","dixonpr",10,4,740,33,1.660965
"DEbest","dixonpr",10,4,760,34,1.660965
"DEbest","dixonpr",10,4,780,35,1.660965
"DEbest","dixonpr",10,4,800,36,1.590032
"DEbest","dixonpr",10,4,820,37,1.392316
"DEbest","dixonpr",10,4,840,38,1.231597
"DEbest","dixonpr",10,4,860,39,1.206368
"DEbest","dixonpr",10,4,880,40,1.206368
"DEbest","dixonpr",10,4,900,41,0.890877
"DEbest","dixonpr",10,4,920,42,0.890877
"DEbest","dixonpr",10,4,940,43,0.890877
"DEbest","dixonpr",10,4,960,44,0.890877
"DEbest","dixonpr",10,4,980,45,0.890877
"DEbest","dixonpr",10,4,1000,46,0.847478
"DEbest","dixonpr",10,4,1020,47,0.847478
"DEbest","dixonpr",10,4,1040,48,0.847478
"DEbest","dixonpr",10,4,1060,49,0.847478
"DEbest","dixonpr",10,4,1080,50,0.847478
"DEbest","dixonpr",10,4,1100,51,0.817627
"DEbest","dixonpr",10,4,1120,52,0.788251
"DEbest","dixonpr",10,4,1140,53,0.774679
"DEbest","dixonpr",10,4,1160,54,0.752945
"DEbest","dixonpr",10,4,1180,55,0.743588
"DEbest","dixonpr",10,4,1200,56,0.743588
"DEbest","dixonpr",10,4,1220,57,0.718271
"DEbest","dixonpr",10,4,1240,58,0.702418
"DEbest","dixonpr",10,4,1260,59,0.702418
"DEbest","dixonpr",10,4,1280,60,0.702418
"DEbest","dixonpr",10,4,1300,61,0.700144
"DEbest","dixonpr",10,4,1320,62,0.692287
"DEbest","dixonpr",10,4,1340,63,0.692287
"DEbest","dixonpr",10,4,1360,64,0.691551
"DEbest","dixonpr",10,4,1380,65,0.691551
"DEbest","dixonpr",10,4,1400,66,0.686775
"DEbest","dixonpr",10,4,1420,67,0.686775
"DEbest","dixonpr",10,4,1440,68,0.683374
"DEbest","dixonpr",10,4,1460,69,0.683374
"DEbest","dixonpr",10,4,1480,70,0.676773
"DEbest","dixonpr",10,4,1500,71,0.676773
"DEbest","dixonpr",10,4,1520,72,0.676773
"DEbest","dixonpr",10,4,1540,73,0.674442
"DEbest","dixonpr",10,4,1560,74,0.673170
"DEbest","dixonpr",10,4,1580,75,0.673170
"DEbest","dixonpr",10,4,1600,76,0.673170
"DEbest","dixonpr",10,4,1620,77,0.672561
"DEbest","dixonpr",10,4,1640,78,0.670385
"DEbest","dixonpr",10,4,1660,79,0.670385
"DEbest","dixonpr",10,4,1680,80,0.670275
"DEbest","dixonpr",10,4,1700,81,0.668524
"DEbest","dixonpr",10,4,1720,82,0.667704
"DEbest","dixonpr",10,4,1740,83,0.667704
"DEbest","dixonpr",10,4,1760,84,0.667704
"DEbest","dixonpr",10,4,1780,85,0.667704
"DEbest","dixonpr",10,4,1800,86,0.667704
"DEbest","dixonpr",10,4,1820,87,0.667704
"DEbest","dixonpr",10,4,1840,88,0.667526
"DEbest","dixonpr",10,4,1860,89,0.667526
"DEbest","dixonpr",10,4,1880,90,0.667526
"DEbest","dixonpr",10,4,1900,91,0.667526
"DEbest","dixonpr",10,4,1920,92,0.667118
"DEbest","dixonpr",10,4,1940,93,0.666862
"DEbest","dixonpr",10,4,1960,94,0.666862
"DEbest","dixonpr",10,4,1980,95,0.666862
"DEbest","dixonpr",10,4,2000,96,0.666862
"DEbest","dixonpr",10,4,2020,97,0.666862
"DEbest","dixonpr",10,4,2040,98,0.666862
"DEbest","dixonpr",10,4,2060,99,0.666862
"DEbest","dixonpr",10,4,2080,100,0.666862
"DEbest","dixonpr",10,4,2100,101,0.666862
"DEbest","dixonpr",10,4,2120,102,0.666862
"DEbest","dixonpr",10,4,2140,103,0.666862
"DEbest","dixonpr",10,4,2160,104,0.666862
"DEbest","dixonpr",10,4,2180,105,0.666862
"DEbest","dixonpr",10,4,2200,106,0.666862
"DEbest","dixonpr",10,4,2220,107,0.666862
"DEbest","dixonpr",10,4,2240,108,0.666862
"DEbest","dixonpr",10,4,2260,109,0.666827
"DEbest","dixonpr",10,4,2280,110,0.666764
"DEbest","dixonpr",10,4,2300,111,0.666764
"DEbest","dixonpr",10,4,2320,112,0.666743
"DEbest","dixonpr",10,4,2340,113,0.666743
"DEbest","dixonpr",10,4,2360,114,0.666718
"DEbest","dixonpr",10,4,2380,115,0.666718
"DEbest","dixonpr",10,4,2400,116,0.666708
"DEbest","dixonpr",10,4,2420,117,0.666705
"DEbest","dixonpr",10,4,2440,118,0.666705
"DEbest","dixonpr",10,4,2460,119,0.666705
"DEbest","dixonpr",10,4,2480,120,0.666703
"DEbest","dixonpr",10,4,2500,121,0.666698
"DEbest","dixonpr",10,4,2520,122,0.666698
"DEbest","dixonpr",10,4,2540,123,0.666698
"DEbest","dixonpr",10,4,2560,124,0.666695
"DEbest","dixonpr",10,4,2580,125,0.666689
"DEbest","dixonpr",10,4,2600,126,0.666686
"DEbest","dixonpr",10,4,2620,127,0.666686
"DEbest","dixonpr",10,4,2640,128,0.666686
"DEbest","dixonpr",10,4,2660,129,0.666678
"DEbest","dixonpr",10,4,2680,130,0.666678
"DEbest","dixonpr",10,4,2700,131,0.666675
"DEbest","dixonpr",10,4,2720,132,0.666675
"DEbest","dixonpr",10,4,2740,133,0.666675
"DEbest","dixonpr",10,4,2760,134,0.666674
"DEbest","dixonpr",10,4,2780,135,0.666673
"DEbest","dixonpr",10,4,2800,136,0.666670
"DEbest","dixonpr",10,4,2820,137,0.666670
"DEbest","dixonpr",10,4,2840,138,0.666670
"DEbest","dixonpr",10,4,2860,139,0.666670
"DEbest","dixonpr",10,4,2880,140,0.666670
"DEbest","dixonpr",10,4,2900,141,0.666670
"DEbest","dixonpr",10,4,2920,142,0.666670
"DEbest","dixonpr",10,4,2940,143,0.666670
"DEbest","dixonpr",10,4,2960,144,0.666670
"DEbest","dixonpr",10,4,2980,145,0.666670
"DEbest","dixonpr",10,4,3000,146,0.666669
"DEbest","dixonpr",10,5,100,1,96813.621337
"DEbest","dixonpr",10,5,120,2,91239.419877
"DEbest","dixonpr",10,5,140,3,41608.584095
"DEbest","dixonpr",10,5,160,4,11574.516845
"DEbest","dixonpr",10,5,180,5,11574.516845
"DEbest","dixonpr",10,5,200,6,11574.516845
"DEbest","dixonpr",10,5,220,7,10700.874988
"DEbest","dixonpr",10,5,240,8,4012.386585
"DEbest","dixonpr",10,5,260,9,3762.019993
"DEbest","dixonpr",10,5,280,10,3340.434436
"DEbest","dixonpr",10,5,300,11,1377.689569
"DEbest","dixonpr",10,5,320,12,1321.320741
"DEbest","dixonpr",10,5,340,13,1321.320741
"DEbest","dixonpr",10,5,360,14,781.052968
"DEbest","dixonpr",10,5,380,15,665.205325
"DEbest","dixonpr",10,5,400,16,406.558983
"DEbest","dixonpr",10,5,420,17,406.558983
"DEbest","dixonpr",10,5,440,18,101.607123
"DEbest","dixonpr",10,5,460,19,101.607123
"DEbest","dixonpr",10,5,480,20,101.607123
"DEbest","dixonpr",10,5,500,21,101.607123
"DEbest","dixonpr",10,5,520,22,101.607123
"DEbest","dixonpr",10,5,540,23,83.739971
"DEbest","dixonpr",10,5,560,24,83.739971
"DEbest","dixonpr",10,5,580,25,75.228999
"DEbest","dixonpr",10,5,600,26,29.693399
"DEbest","dixonpr",10,5,620,27,29.693399
"DEbest","dixonpr",10,5,640,28,28.960816
"DEbest","dixonpr",10,5,660,29,24.142977
"DEbest","dixonpr",10,5,680,30,16.514256
"DEbest","dixonpr",10,5,700,31,12.750785
"DEbest","dixonpr",10,5,720,32,8.048025
"DEbest","dixonpr",10,5,740,33,8.048025
"DEbest","dixonpr",10,5,760,34,8.048025
"DEbest","dixonpr",10,5,780,35,7.059768
"DEbest","dixonpr",10,5,800,36,6.817937
"DEbest","dixonpr",10,5,820,37,6.012815
"DEbest","dixonpr",10,5,840,38,6.012815
"DEbest","dixonpr",10,5,860,39,5.865918
"DEbest","dixonpr",10,5,880,40,5.164054
"DEbest","dixonpr",10,5,900,41,4.594565
"DEbest","dixonpr",10,5,920,42,2.623053
"DEbest","dixonpr",10,5,940,43,2.623053
"DEbest","dixonpr",10,5,960,44,2.623053
"DEbest","dixonpr",10,5,980,45,2.268811
"DEbest","dixonpr",10,5,1000,46,1.895652
"DEbest","dixonpr",10,5,1020,47,1.895652
"DEbest","dixonpr",10,5,1040,48,1.895652
"DEbest","dixonpr",10,5,1060,49,1.748715
"DEbest","dixonpr",10,5,1080,50,1.748715
"DEbest","dixonpr",10,5,1100,51,1.748715
"DEbest","dixonpr",10,5,1120,52,1.628263
"DEbest","dixonpr",10,5,1140,53,1.566069
"DEbest","dixonpr",10,5,1160,54,1.566069
"DEbest","dixonpr",10,5,1180,55,1.303870
"DEbest","dixonpr",10,5,1200,56,1.303870
"DEbest","dixonpr",10,5,1220,57,1.303870
"DEbest","dixonpr",10,5,1240,58,1.289725
"DEbest","dixonpr",10,5,1260,59,1.284369
"DEbest","dixonpr",10,5,1280,60,1.284369
"DEbest","dixonpr",10,5,1300,61,0.983861
"DEbest","dixonpr",10,5,1320,62,0.983861
"DEbest","dixonpr",10,5,1340,63,0.983861
"DEbest","dixonpr",10,5,1360,64,0.983861
"DEbest","dixonpr",10,5,1380,65,0.983861
"DEbest","dixonpr",10,5,1400,66,0.983861
"DEbest","dixonpr",10,5,1420,67,0.983861
"DEbest","dixonpr",10,5,1440,68,0.983861
"DEbest","dixonpr",10,5,1460,69,0.978892
"DEbest","dixonpr",10,5,1480,70,0.978892
"DEbest","dixonpr",10,5,1500,71,0.978892
"DEbest","dixonpr",10,5,1520,72,0.978892
"DEbest","dixonpr",10,5,1540,73,0.961888
"DEbest","dixonpr",10,5,1560,74,0.959119
"DEbest","dixonpr",10,5,1580,75,0.958326
"DEbest","dixonpr",10,5,1600,76,0.958326
"DEbest","dixonpr",10,5,1620,77,0.925451
"DEbest","dixonpr",10,5,1640,78,0.925451
"DEbest","dixonpr",10,5,1660,79,0.920144
"DEbest","dixonpr",10,5,1680,80,0.920144
"DEbest","dixonpr",10,5,1700,81,0.910522
"DEbest","dixonpr",10,5,1720,82,0.910522
"DEbest","dixonpr",10,5,1740,83,0.910522
"DEbest","dixonpr",10,5,1760,84,0.907990
"DEbest","dixonpr",10,5,1780,85,0.905745
"DEbest","dixonpr",10,5,1800,86,0.903546
"DEbest","dixonpr",10,5,1820,87,0.893200
"DEbest","dixonpr",10,5,1840,88,0.893200
"DEbest","dixonpr",10,5,1860,89,0.893200
"DEbest","dixonpr",10,5,1880,90,0.893200
"DEbest","dixonpr",10,5,1900,91,0.889994
"DEbest","dixonpr",10,5,1920,92,0.883479
"DEbest","dixonpr",10,5,1940,93,0.879058
"DEbest","dixonpr",10,5,1960,94,0.872845
"DEbest","dixonpr",10,5,1980,95,0.872845
"DEbest","dixonpr",10,5,2000,96,0.867526
"DEbest","dixonpr",10,5,2020,97,0.866209
"DEbest","dixonpr",10,5,2040,98,0.866019
"DEbest","dixonpr",10,5,2060,99,0.866019
"DEbest","dixonpr",10,5,2080,100,0.852907
"DEbest","dixonpr",10,5,2100,101,0.852907
"DEbest","dixonpr",10,5,2120,102,0.847534
"DEbest","dixonpr",10,5,2140,103,0.828078
"DEbest","dixonpr",10,5,2160,104,0.821342
"DEbest","dixonpr",10,5,2180,105,0.819591
"DEbest","dixonpr",10,5,2200,106,0.813112
"DEbest","dixonpr",10,5,2220,107,0.798540
"DEbest","dixonpr",10,5,2240,108,0.760902
"DEbest","dixonpr",10,5,2260,109,0.753138
"DEbest","dixonpr",10,5,2280,110,0.736912
"DEbest","dixonpr",10,5,2300,111,0.730107
"DEbest","dixonpr",10,5,2320,112,0.699947
"DEbest","dixonpr",10,5,2340,113,0.690235
"DEbest","dixonpr",10,5,2360,114,0.690235
"DEbest","dixonpr",10,5,2380,115,0.690235
"DEbest","dixonpr",10,5,2400,116,0.690235
"DEbest","dixonpr",10,5,2420,117,0.690235
"DEbest","dixonpr",10,5,2440,118,0.690235
"DEbest","dixonpr",10,5,2460,119,0.690235
"DEbest","dixonpr",10,5,2480,120,0.680711
"DEbest","dixonpr",10,5,2500,121,0.675677
"DEbest","dixonpr",10,5,2520,122,0.675677
"DEbest","dixonpr",10,5,2540,123,0.675677
"DEbest","dixonpr",10,5,2560,124,0.669415
"DEbest","dixonpr",10,5,2580,125,0.669415
"DEbest","dixonpr",10,5,2600,126,0.669415
"DEbest","dixonpr",10,5,2620,127,0.669415
"DEbest","dixonpr",10,5,2640,128,0.669415
"DEbest","dixonpr",10,5,2660,129,0.669415
"DEbest","dixonpr",10,5,2680,130,0.669415
"DEbest","dixonpr",10,5,2700,131,0.669415
"DEbest","dixonpr",10,5,2720,132,0.668776
"DEbest","dixonpr",10,5,2740,133,0.668776
"DEbest","dixonpr",10,5,2760,134,0.668730
"DEbest","dixonpr",10,5,2780,135,0.668535
"DEbest","dixonpr",10,5,2800,136,0.668535
"DEbest","dixonpr",10,5,2820,137,0.668064
"DEbest","dixonpr",10,5,2840,138,0.668064
"DEbest","dixonpr",10,5,2860,139,0.668064
"DEbest","dixonpr",10,5,2880,140,0.667852
"DEbest","dixonpr",10,5,2900,141,0.667322
"DEbest","dixonpr",10,5,2920,142,0.667322
"DEbest","dixonpr",10,5,2940,143,0.667322
"DEbest","dixonpr",10,5,2960,144,0.667286
"DEbest","dixonpr",10,5,2980,145,0.667286
"DEbest","dixonpr",10,5,3000,146,0.667229
"DEbest","dixonpr",15,1,250,1,169865.616037
"DEbest","dixonpr",15,1,300,2,77276.502872
"DEbest","dixonpr",15,1,350,3,77276.502872
"DEbest","dixonpr",15,1,400,4,77276.502872
"DEbest","dixonpr",15,1,450,5,77276.502872
"DEbest","dixonpr",15,1,500,6,68701.972209
"DEbest","dixonpr",15,1,550,7,32328.819721
"DEbest","dixonpr",15,1,600,8,32328.819721
"DEbest","dixonpr",15,1,650,9,32328.819721
"DEbest","dixonpr",15,1,700,10,25945.522165
"DEbest","dixonpr",15,1,750,11,19524.590500
"DEbest","dixonpr",15,1,800,12,19524.590500
"DEbest","dixonpr",15,1,850,13,19524.590500
"DEbest","dixonpr",15,1,900,14,18430.757420
"DEbest","dixonpr",15,1,950,15,12745.393701
"DEbest","dixonpr",15,1,1000,16,10009.645686
"DEbest","dixonpr",15,1,1050,17,2693.846389
"DEbest","dixonpr",15,1,1100,18,2163.576284
"DEbest","dixonpr",15,1,1150,19,2163.576284
"DEbest","dixonpr",15,1,1200,20,2163.576284
"DEbest","dixonpr",15,1,1250,21,2163.576284
"DEbest","dixonpr",15,1,1300,22,2163.576284
"DEbest","dixonpr",15,1,1350,23,1409.784782
"DEbest","dixonpr",15,1,1400,24,1340.264470
"DEbest","dixonpr",15,1,1450,25,727.371314
"DEbest","dixonpr",15,1,1500,26,727.371314
"DEbest","dixonpr",15,1,1550,27,489.782967
"DEbest","dixonpr",15,1,1600,28,286.868258
"DEbest","dixonpr",15,1,1650,29,153.077051
"DEbest","dixonpr",15,1,1700,30,153.077051
"DEbest","dixonpr",15,1,1750,31,99.817249
"DEbest","dixonpr",15,1,1800,32,99.817249
"DEbest","dixonpr",15,1,1850,33,99.817249
"DEbest","dixonpr",15,1,1900,34,69.642147
"DEbest","dixonpr",15,1,1950,35,39.564219
"DEbest","dixonpr",15,1,2000,36,39.564219
"DEbest","dixonpr",15,1,2050,37,39.564219
"DEbest","dixonpr",15,1,2100,38,37.057897
"DEbest","dixonpr",15,1,2150,39,37.057897
"DEbest","dixonpr",15,1,2200,40,37.057897
"DEbest","dixonpr",15,1,2250,41,37.057897
"DEbest","dixonpr",15,1,2300,42,31.154983
"DEbest","dixonpr",15,1,2350,43,24.463593
"DEbest","dixonpr",15,1,2400,44,24.463593
"DEbest","dixonpr",15,1,2450,45,18.507052
"DEbest","dixonpr",15,1,2500,46,12.314386
"DEbest","dixonpr",15,1,2550,47,12.183407
"DEbest","dixonpr",15,1,2600,48,11.809688
"DEbest","dixonpr",15,1,2650,49,11.809688
"DEbest","dixonpr",15,1,2700,50,11.809688
"DEbest","dixonpr",15,1,2750,51,11.809688
"DEbest","dixonpr",15,1,2800,52,11.809688
"DEbest","dixonpr",15,1,2850,53,8.896928
"DEbest","dixonpr",15,1,2900,54,8.896928
"DEbest","dixonpr",15,1,2950,55,8.896928
"DEbest","dixonpr",15,1,3000,56,5.219747
"DEbest","dixonpr",15,1,3050,57,5.219747
"DEbest","dixonpr",15,1,3100,58,5.219747
"DEbest","dixonpr",15,1,3150,59,3.854971
"DEbest","dixonpr",15,1,3200,60,3.616437
"DEbest","dixonpr",15,1,3250,61,2.541318
"DEbest","dixonpr",15,1,3300,62,2.541318
"DEbest","dixonpr",15,1,3350,63,2.458954
"DEbest","dixonpr",15,1,3400,64,2.458954
"DEbest","dixonpr",15,1,3450,65,2.323098
"DEbest","dixonpr",15,1,3500,66,2.140337
"DEbest","dixonpr",15,1,3550,67,1.709761
"DEbest","dixonpr",15,1,3600,68,1.709761
"DEbest","dixonpr",15,1,3650,69,1.470367
"DEbest","dixonpr",15,1,3700,70,1.470367
"DEbest","dixonpr",15,1,3750,71,1.470367
"DEbest","dixonpr",15,1,3800,72,1.470367
"DEbest","dixonpr",15,1,3850,73,1.470367
"DEbest","dixonpr",15,1,3900,74,1.470367
"DEbest","dixonpr",15,1,3950,75,1.304251
"DEbest","dixonpr",15,1,4000,76,1.304251
"DEbest","dixonpr",15,1,4050,77,1.304251
"DEbest","dixonpr",15,1,4100,78,1.304251
"DEbest","dixonpr",15,1,4150,79,1.188636
"DEbest","dixonpr",15,1,4200,80,1.188636
"DEbest","dixonpr",15,1,4250,81,1.188636
"DEbest","dixonpr",15,1,4300,82,1.188636
"DEbest","dixonpr",15,1,4350,83,1.138894
"DEbest","dixonpr",15,1,4400,84,1.130840
"DEbest","dixonpr",15,1,4450,85,1.081362
"DEbest","dixonpr",15,1,4500,86,1.076552
"DEbest","dixonpr",15,1,4550,87,1.024584
"DEbest","dixonpr",15,1,4600,88,1.024584
"DEbest","dixonpr",15,1,4650,89,0.965554
"DEbest","dixonpr",15,1,4700,90,0.965554
"DEbest","dixonpr",15,1,4750,91,0.965554
"DEbest","dixonpr",15,1,4800,92,0.920620
"DEbest","dixonpr",15,1,4850,93,0.889591
"DEbest","dixonpr",15,1,4900,94,0.889591
"DEbest","dixonpr",15,1,4950,95,0.889591
"DEbest","dixonpr",15,1,5000,96,0.870218
"DEbest","dixonpr",15,2,250,1,171753.760934
"DEbest","dixonpr",15,2,300,2,171753.760934
"DEbest","dixonpr",15,2,350,3,156383.610564
"DEbest","dixonpr",15,2,400,4,70009.304776
"DEbest","dixonpr",15,2,450,5,70009.304776
"DEbest","dixonpr",15,2,500,6,54505.172065
"DEbest","dixonpr",15,2,550,7,54505.172065
"DEbest","dixonpr",15,2,600,8,38654.546442
"DEbest","dixonpr",15,2,650,9,38654.546442
"DEbest","dixonpr",15,2,700,10,15307.466097
"DEbest","dixonpr",15,2,750,11,15307.466097
"DEbest","dixonpr",15,2,800,12,15307.466097
"DEbest","dixonpr",15,2,850,13,15307.466097
"DEbest","dixonpr",15,2,900,14,15307.466097
"DEbest","dixonpr",15,2,950,15,8349.922442
"DEbest","dixonpr",15,2,1000,16,6217.496575
"DEbest","dixonpr",15,2,1050,17,3039.076952
"DEbest","dixonpr",15,2,1100,18,3039.076952
"DEbest","dixonpr",15,2,1150,19,1484.508212
"DEbest","dixonpr",15,2,1200,20,1484.508212
"DEbest","dixonpr",15,2,1250,21,1484.508212
"DEbest","dixonpr",15,2,1300,22,1484.508212
"DEbest","dixonpr",15,2,1350,23,1484.508212
"DEbest","dixonpr",15,2,1400,24,1011.078058
"DEbest","dixonpr",15,2,1450,25,584.647751
"DEbest","dixonpr",15,2,1500,26,584.647751
"DEbest","dixonpr",15,2,1550,27,486.677230
"DEbest","dixonpr",15,2,1600,28,319.502060
"DEbest","dixonpr",15,2,1650,29,319.502060
"DEbest","dixonpr",15,2,1700,30,309.013025
"DEbest","dixonpr",15,2,1750,31,309.013025
"DEbest","dixonpr",15,2,1800,32,272.366697
"DEbest","dixonpr",15,2,1850,33,122.190978
"DEbest","dixonpr",15,2,1900,34,122.190978
"DEbest","dixonpr",15,2,1950,35,122.190978
"DEbest","dixonpr",15,2,2000,36,122.190978
"DEbest","dixonpr",15,2,2050,37,122.190978
"DEbest","dixonpr",15,2,2100,38,77.960036
"DEbest","dixonpr",15,2,2150,39,77.960036
"DEbest","dixonpr",15,2,2200,40,26.283207
"DEbest","dixonpr",15,2,2250,41,26.283207
"DEbest","dixonpr",15,2,2300,42,12.734454
"DEbest","dixonpr",15,2,2350,43,12.734454
"DEbest","dixonpr",15,2,2400,44,12.734454
"DEbest","dixonpr",15,2,2450,45,12.734454
"DEbest","dixonpr",15,2,2500,46,12.734454
"DEbest","dixonpr",15,2,2550,47,12.734454
"DEbest","dixonpr",15,2,2600,48,10.692508
"DEbest","dixonpr",15,2,2650,49,10.692508
"DEbest","dixonpr",15,2,2700,50,7.951295
"DEbest","dixonpr",15,2,2750,51,5.653671
"DEbest","dixonpr",15,2,2800,52,5.050676
"DEbest","dixonpr",15,2,2850,53,5.050676
"DEbest","dixonpr",15,2,2900,54,5.050676
"DEbest","dixonpr",15,2,2950,55,4.911608
"DEbest","dixonpr",15,2,3000,56,4.844408
"DEbest","dixonpr",15,2,3050,57,3.460943
"DEbest","dixonpr",15,2,3100,58,3.085663
"DEbest","dixonpr",15,2,3150,59,2.231245
"DEbest","dixonpr",15,2,3200,60,2.231245
"DEbest","dixonpr",15,2,3250,61,2.231245
"DEbest","dixonpr",15,2,3300,62,2.231245
"DEbest","dixonpr",15,2,3350,63,2.231245
"DEbest","dixonpr",15,2,3400,64,2.231245
"DEbest","dixonpr",15,2,3450,65,2.207289
"DEbest","dixonpr",15,2,3500,66,1.701010
"DEbest","dixonpr",15,2,3550,67,1.594661
"DEbest","dixonpr",15,2,3600,68,1.594661
"DEbest","dixonpr",15,2,3650,69,1.594661
"DEbest","dixonpr",15,2,3700,70,1.594661
"DEbest","dixonpr",15,2,3750,71,1.594661
"DEbest","dixonpr",15,2,3800,72,1.594661
"DEbest","dixonpr",15,2,3850,73,1.518519
"DEbest","dixonpr",15,2,3900,74,1.518519
"DEbest","dixonpr",15,2,3950,75,1.419714
"DEbest","dixonpr",15,2,4000,76,1.401222
"DEbest","dixonpr",15,2,4050,77,1.233531
"DEbest","dixonpr",15,2,4100,78,1.174925
"DEbest","dixonpr",15,2,4150,79,1.174925
"DEbest","dixonpr",15,2,4200,80,1.126089
"DEbest","dixonpr",15,2,4250,81,1.126089
"DEbest","dixonpr",15,2,4300,82,1.126089
"DEbest","dixonpr",15,2,4350,83,1.126089
"DEbest","dixonpr",15,2,4400,84,1.109163
"DEbest","dixonpr",15,2,4450,85,1.109163
"DEbest","dixonpr",15,2,4500,86,1.109163
"DEbest","dixonpr",15,2,4550,87,1.085737
"DEbest","dixonpr",15,2,4600,88,1.074946
"DEbest","dixonpr",15,2,4650,89,1.000342
"DEbest","dixonpr",15,2,4700,90,1.000342
"DEbest","dixonpr",15,2,4750,91,1.000342
"DEbest","dixonpr",15,2,4800,92,0.978150
"DEbest","dixonpr",15,2,4850,93,0.941269
"DEbest","dixonpr",15,2,4900,94,0.938822
"DEbest","dixonpr",15,2,4950,95,0.938822
"DEbest","dixonpr",15,2,5000,96,0.938822
"DEbest","dixonpr",15,3,250,1,260450.279928
"DEbest","dixonpr",15,3,300,2,163449.581399
"DEbest","dixonpr",15,3,350,3,163449.581399
"DEbest","dixonpr",15,3,400,4,103734.370916
"DEbest","dixonpr",15,3,450,5,59461.716911
"DEbest","dixonpr",15,3,500,6,58904.099386
"DEbest","dixonpr",15,3,550,7,44982.959454
"DEbest","dixonpr",15,3,600,8,36618.627698
"DEbest","dixonpr",15,3,650,9,30817.979062
"DEbest","dixonpr",15,3,700,10,30817.979062
"DEbest","dixonpr",15,3,750,11,7229.168619
"DEbest","dixonpr",15,3,800,12,7229.168619
"DEbest","dixonpr",15,3,850,13,7229.168619
"DEbest","dixonpr",15,3,900,14,7229.168619
"DEbest","dixonpr",15,3,950,15,5836.781721
"DEbest","dixonpr",15,3,1000,16,5836.781721
"DEbest","dixonpr",15,3,1050,17,5836.781721
"DEbest","dixonpr",15,3,1100,18,5046.379849
"DEbest","dixonpr",15,3,1150,19,4797.208697
"DEbest","dixonpr",15,3,1200,20,4797.208697
"DEbest","dixonpr",15,3,1250,21,4797.208697
"DEbest","dixonpr",15,3,1300,22,3425.720368
"DEbest","dixonpr",15,3,1350,23,1606.596224
"DEbest","dixonpr",15,3,1400,24,258.376849
"DEbest","dixonpr",15,3,1450,25,258.376849
"DEbest","dixonpr",15,3,1500,26,258.376849
"DEbest","dixonpr",15,3,1550,27,258.376849
"DEbest","dixonpr",15,3,1600,28,212.855111
"DEbest","dixonpr",15,3,1650,29,196.760846
"DEbest","dixonpr",15,3,1700,30,120.784688
"DEbest","dixonpr",15,3,1750,31,117.628875
"DEbest","dixonpr",15,3,1800,32,117.628875
"DEbest","dixonpr",15,3,1850,33,117.628875
"DEbest","dixonpr",15,3,1900,34,42.008785
"DEbest","dixonpr",15,3,1950,35,42.008785
"DEbest","dixonpr",15,3,2000,36,42.008785
"DEbest","dixonpr",15,3,2050,37,42.008785
"DEbest","dixonpr",15,3,2100,38,42.008785
"DEbest","dixonpr",15,3,2150,39,42.008785
"DEbest","dixonpr",15,3,2200,40,26.557329
"DEbest","dixonpr",15,3,2250,41,26.557329
"DEbest","dixonpr",15,3,2300,42,11.301966
"DEbest","dixonpr",15,3,2350,43,11.301966
"DEbest","dixonpr",15,3,2400,44,11.301966
"DEbest","dixonpr",15,3,2450,45,11.301966
"DEbest","dixonpr",15,3,2500,46,9.312539
"DEbest","dixonpr",15,3,2550,47,9.312539
"DEbest","dixonpr",15,3,2600,48,8.187175
"DEbest","dixonpr",15,3,2650,49,5.912725
"DEbest","dixonpr",15,3,2700,50,5.855282
"DEbest","dixonpr",15,3,2750,51,3.785316
"DEbest","dixonpr",15,3,2800,52,3.785316
"DEbest","dixonpr",15,3,2850,53,3.785316
"DEbest","dixonpr",15,3,2900,54,2.613303
"DEbest","dixonpr",15,3,2950,55,2.613303
"DEbest","dixonpr",15,3,3000,56,2.613303
"DEbest","dixonpr",15,3,3050,57,2.613303
"DEbest","dixonpr",15,3,3100,58,2.187308
