METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ
"DEbest","rastrigin",15,5,550,7,136.691603
"DEbest","rastrigin",15,5,600,8,120.273609
"DEbest","rastrigin",15,5,650,9,120.273609
"DEbest","rastrigin",15,5,700,10,120.273609
"DEbest","rastrigin",15,5,750,11,120.273609
"DEbest","rastrigin",15,5,800,12,120.273609
"DEbest","rastrigin",15,5,850,13,120.273609
"DEbest","rastrigin",15,5,900,14,120.273609
"DEbest","rastrigin",15,5,950,15,120.273609
"DEbest","rastrigin",15,5,1000,16,120.273609
"DEbest","rastrigin",15,5,1050,17,120.273609
"DEbest","rastrigin",15,5,1100,18,120.273609
"DEbest","rastrigin",15,5,1150,19,117.397208
"DEbest","rastrigin",15,5,1200,20,117.397208
"DEbest","rastrigin",15,5,1250,21,117.397208
"DEbest","rastrigin",15,5,1300,22,117.397208
"DEbest","rastrigin",15,5,1350,23,117.397208
"DEbest","rastrigin",15,5,1400,24,113.696711
"DEbest","rastrigin",15,5,1450,25,113.696711
"DEbest","rastrigin",15,5,1500,26,113.284062
"DEbest","rastrigin",15,5,1550,27,113.284062
"DEbest","rastrigin",15,5,1600,28,113.284062
"DEbest","rastrigin",15,5,1650,29,113.284062
"DEbest","rastrigin",15,5,1700,30,104.111262
"DEbest","rastrigin",15,5,1750,31,104.111262
"DEbest","rastrigin",15,5,1800,32,104.111262
"DEbest","rastrigin",15,5,1850,33,104.111262
"DEbest","rastrigin",15,5,1900,34,104.111262
"DEbest","rastrigin",15,5,1950,35,104.111262
"DEbest","rastrigin",15,5,2000,36,104.111262
"DEbest","rastrigin",15,5,2050,37,104.111262
"DEbest","rastrigin",15,5,2100,38,104.111262
"DEbest","rastrigin",15,5,2150,39,101.896767
"DEbest","rastrigin",15,5,2200,40,101.896767
"DEbest","rastrigin",15,5,2250,41,101.896767
"DEbest","rastrigin",15,5,2300,42,101.896767
"DEbest","rastrigin",15,5,2350,43,101.896767
"DEbest","rastrigin",15,5,2400,44,95.559882
"DEbest","rastrigin",15,5,2450,45,95.559882
"DEbest","rastrigin",15,5,2500,46,95.559882
"DEbest","rastrigin",15,5,2550,47,76.493025
"DEbest","rastrigin",15,5,2600,48,76.493025
"DEbest","rastrigin",15,5,2650,49,76.493025
"DEbest","rastrigin",15,5,2700,50,76.493025
"DEbest","rastrigin",15,5,2750,51,76.493025
"DEbest","rastrigin",15,5,2800,52,76.493025
"DEbest","rastrigin",15,5,2850,53,76.493025
"DEbest","rastrigin",15,5,2900,54,76.493025
"DEbest","rastrigin",15,5,2950,55,76.493025
"DEbest","rastrigin",15,5,3000,56,76.493025
"DEbest","rastrigin",15,5,3050,57,76.493025
"DEbest","rastrigin",15,5,3100,58,76.493025
"DEbest","rastrigin",15,5,3150,59,76.493025
"DEbest","rastrigin",15,5,3200,60,76.493025
"DEbest","rastrigin",15,5,3250,61,76.493025
"DEbest","rastrigin",15,5,3300,62,76.493025
"DEbest","rastrigin",15,5,3350,63,76.493025
"DEbest","rastrigin",15,5,3400,64,76.493025
"DEbest","rastrigin",15,5,3450,65,76.493025
"DEbest","rastrigin",15,5,3500,66,76.493025
"DEbest","rastrigin",15,5,3550,67,76.493025
"DEbest","rastrigin",15,5,3600,68,76.493025
"DEbest","rastrigin",15,5,3650,69,76.493025
"DEbest","rastrigin",15,5,3700,70,76.493025
"DEbest","rastrigin",15,5,3750,71,76.493025
"DEbest","rastrigin",15,5,3800,72,74.876707
"DEbest","rastrigin",15,5,3850,73,74.876707
"DEbest","rastrigin",15,5,3900,74,74.876707
"DEbest","rastrigin",15,5,3950,75,74.876707
"DEbest","rastrigin",15,5,4000,76,74.876707
"DEbest","rastrigin",15,5,4050,77,72.186470
"DEbest","rastrigin",15,5,4100,78,72.186470
"DEbest","rastrigin",15,5,4150,79,72.186470
"DEbest","rastrigin",15,5,4200,80,72.186470
"DEbest","rastrigin",15,5,4250,81,72.186470
"DEbest","rastrigin",15,5,4300,82,72.186470
"DEbest","rastrigin",15,5,4350,83,66.624995
"DEbest","rastrigin",15,5,4400,84,66.624995
"DEbest","rastrigin",15,5,4450,85,66.624995
"DEbest","rastrigin",15,5,4500,86,66.624995
"DEbest","rastrigin",15,5,4550,87,66.624995
"DEbest","rastrigin",15,5,4600,88,66.624995
"DEbest","rastrigin",15,5,4650,89,52.118595
"DEbest","rastrigin",15,5,4700,90,52.118595
"DEbest","rastrigin",15,5,4750,91,52.118595
"DEbest","rastrigin",15,5,4800,92,52.118595
"DEbest","rastrigin",15,5,4850,93,52.118595
"DEbest","rastrigin",15,5,4900,94,52.118595
"DEbest","rastrigin",15,5,4950,95,52.118595
"DEbest","rastrigin",15,5,5000,96,52.118595
"DEbest","rastrigin",20,1,250,1,254.236645
"DEbest","rastrigin",20,1,300,2,254.236645
"DEbest","rastrigin",20,1,350,3,254.236645
"DEbest","rastrigin",20,1,400,4,231.182824
"DEbest","rastrigin",20,1,450,5,231.182824
"DEbest","rastrigin",20,1,500,6,223.262313
"DEbest","rastrigin",20,1,550,7,223.262313
"DEbest","rastrigin",20,1,600,8,215.741803
"DEbest","rastrigin",20,1,650,9,215.741803
"DEbest","rastrigin",20,1,700,10,215.741803
"DEbest","rastrigin",20,1,750,11,215.741803
"DEbest","rastrigin",20,1,800,12,215.741803
"DEbest","rastrigin",20,1,850,13,192.511629
"DEbest","rastrigin",20,1,900,14,192.511629
"DEbest","rastrigin",20,1,950,15,192.511629
"DEbest","rastrigin",20,1,1000,16,192.511629
"DEbest","rastrigin",20,1,1050,17,192.511629
"DEbest","rastrigin",20,1,1100,18,192.511629
"DEbest","rastrigin",20,1,1150,19,186.689911
"DEbest","rastrigin",20,1,1200,20,178.556531
"DEbest","rastrigin",20,1,1250,21,178.556531
"DEbest","rastrigin",20,1,1300,22,165.293583
"DEbest","rastrigin",20,1,1350,23,165.293583
"DEbest","rastrigin",20,1,1400,24,165.293583
"DEbest","rastrigin",20,1,1450,25,165.293583
"DEbest","rastrigin",20,1,1500,26,165.293583
"DEbest","rastrigin",20,1,1550,27,165.293583
"DEbest","rastrigin",20,1,1600,28,165.293583
"DEbest","rastrigin",20,1,1650,29,165.293583
"DEbest","rastrigin",20,1,1700,30,165.293583
"DEbest","rastrigin",20,1,1750,31,165.293583
"DEbest","rastrigin",20,1,1800,32,165.293583
"DEbest","rastrigin",20,1,1850,33,165.293583
"DEbest","rastrigin",20,1,1900,34,165.293583
"DEbest","rastrigin",20,1,1950,35,165.293583
"DEbest","rastrigin",20,1,2000,36,165.293583
"DEbest","rastrigin",20,1,2050,37,155.256722
"DEbest","rastrigin",20,1,2100,38,155.256722
"DEbest","rastrigin",20,1,2150,39,155.256722
"DEbest","rastrigin",20,1,2200,40,155.256722
"DEbest","rastrigin",20,1,2250,41,155.256722
"DEbest","rastrigin",20,1,2300,42,151.831224
"DEbest","rastrigin",20,1,2350,43,151.831224
"DEbest","rastrigin",20,1,2400,44,151.831224
"DEbest","rastrigin",20,1,2450,45,151.831224
"DEbest","rastrigin",20,1,2500,46,141.228040
"DEbest","rastrigin",20,1,2550,47,141.228040
"DEbest","rastrigin",20,1,2600,48,141.228040
"DEbest","rastrigin",20,1,2650,49,141.228040
"DEbest","rastrigin",20,1,2700,50,141.228040
"DEbest","rastrigin",20,1,2750,51,141.228040
"DEbest","rastrigin",20,1,2800,52,141.228040
"DEbest","rastrigin",20,1,2850,53,141.228040
"DEbest","rastrigin",20,1,2900,54,141.228040
"DEbest","rastrigin",20,1,2950,55,141.228040
"DEbest","rastrigin",20,1,3000,56,141.228040
"DEbest","rastrigin",20,1,3050,57,141.228040
"DEbest","rastrigin",20,1,3100,58,140.188757
"DEbest","rastrigin",20,1,3150,59,133.979786
"DEbest","rastrigin",20,1,3200,60,107.734781
"DEbest","rastrigin",20,1,3250,61,107.734781
"DEbest","rastrigin",20,1,3300,62,107.734781
"DEbest","rastrigin",20,1,3350,63,107.734781
"DEbest","rastrigin",20,1,3400,64,107.734781
"DEbest","rastrigin",20,1,3450,65,107.734781
"DEbest","rastrigin",20,1,3500,66,107.734781
"DEbest","rastrigin",20,1,3550,67,106.874897
"DEbest","rastrigin",20,1,3600,68,106.874897
"DEbest","rastrigin",20,1,3650,69,106.874897
"DEbest","rastrigin",20,1,3700,70,106.874897
"DEbest","rastrigin",20,1,3750,71,106.874897
"DEbest","rastrigin",20,1,3800,72,106.874897
"DEbest","rastrigin",20,1,3850,73,106.874897
"DEbest","rastrigin",20,1,3900,74,106.874897
"DEbest","rastrigin",20,1,3950,75,106.874897
"DEbest","rastrigin",20,1,4000,76,106.874897
"DEbest","rastrigin",20,1,4050,77,106.874897
"DEbest","rastrigin",20,1,4100,78,106.874897
"DEbest","rastrigin",20,1,4150,79,106.874897
"DEbest","rastrigin",20,1,4200,80,106.874897
"DEbest","rastrigin",20,1,4250,81,106.874897
"DEbest","rastrigin",20,1,4300,82,106.874897
"DEbest","rastrigin",20,1,4350,83,106.874897
"DEbest","rastrigin",20,1,4400,84,106.874897
"DEbest","rastrigin",20,1,4450,85,106.874897
"DEbest","rastrigin",20,1,4500,86,106.874897
"DEbest","rastrigin",20,1,4550,87,106.874897
"DEbest","rastrigin",20,1,4600,88,106.077501
"DEbest","rastrigin",20,1,4650,89,106.077501
"DEbest","rastrigin",20,1,4700,90,106.077501
"DEbest","rastrigin",20,1,4750,91,106.077501
"DEbest","rastrigin",20,1,4800,92,106.077501
"DEbest","rastrigin",20,1,4850,93,106.077501
"DEbest","rastrigin",20,1,4900,94,106.077501
"DEbest","rastrigin",20,1,4950,95,106.077501
"DEbest","rastrigin",20,1,5000,96,106.077501
"DEbest","rastrigin",20,2,250,1,234.517216
"DEbest","rastrigin",20,2,300,2,217.345513
"DEbest","rastrigin",20,2,350,3,205.621982
"DEbest","rastrigin",20,2,400,4,201.373011
"DEbest","rastrigin",20,2,450,5,197.297662
"DEbest","rastrigin",20,2,500,6,197.297662
"DEbest","rastrigin",20,2,550,7,197.297662
"DEbest","rastrigin",20,2,600,8,197.297662
"DEbest","rastrigin",20,2,650,9,197.297662
"DEbest","rastrigin",20,2,700,10,197.297662
"DEbest","rastrigin",20,2,750,11,197.297662
"DEbest","rastrigin",20,2,800,12,197.297662
"DEbest","rastrigin",20,2,850,13,197.297662
"DEbest","rastrigin",20,2,900,14,162.656680
"DEbest","rastrigin",20,2,950,15,162.656680
"DEbest","rastrigin",20,2,1000,16,162.656680
"DEbest","rastrigin",20,2,1050,17,162.656680
"DEbest","rastrigin",20,2,1100,18,162.656680
"DEbest","rastrigin",20,2,1150,19,162.656680
"DEbest","rastrigin",20,2,1200,20,159.895613
"DEbest","rastrigin",20,2,1250,21,159.895613
"DEbest","rastrigin",20,2,1300,22,159.895613
"DEbest","rastrigin",20,2,1350,23,159.895613
"DEbest","rastrigin",20,2,1400,24,159.895613
"DEbest","rastrigin",20,2,1450,25,149.051218
"DEbest","rastrigin",20,2,1500,26,130.580758
"DEbest","rastrigin",20,2,1550,27,130.580758
"DEbest","rastrigin",20,2,1600,28,130.580758
"DEbest","rastrigin",20,2,1650,29,130.580758
"DEbest","rastrigin",20,2,1700,30,130.580758
"DEbest","rastrigin",20,2,1750,31,130.580758
"DEbest","rastrigin",20,2,1800,32,130.580758
"DEbest","rastrigin",20,2,1850,33,130.580758
"DEbest","rastrigin",20,2,1900,34,130.580758
"DEbest","rastrigin",20,2,1950,35,130.580758
"DEbest","rastrigin",20,2,2000,36,130.580758
"DEbest","rastrigin",20,2,2050,37,130.580758
"DEbest","rastrigin",20,2,2100,38,130.580758
"DEbest","rastrigin",20,2,2150,39,130.580758
"DEbest","rastrigin",20,2,2200,40,130.580758
"DEbest","rastrigin",20,2,2250,41,130.580758
"DEbest","rastrigin",20,2,2300,42,130.580758
"DEbest","rastrigin",20,2,2350,43,130.580758
"DEbest","rastrigin",20,2,2400,44,130.580758
"DEbest","rastrigin",20,2,2450,45,125.262012
"DEbest","rastrigin",20,2,2500,46,125.262012
"DEbest","rastrigin",20,2,2550,47,125.262012
"DEbest","rastrigin",20,2,2600,48,125.262012
"DEbest","rastrigin",20,2,2650,49,125.262012
"DEbest","rastrigin",20,2,2700,50,125.262012
"DEbest","rastrigin",20,2,2750,51,118.933989
"DEbest","rastrigin",20,2,2800,52,118.933989
"DEbest","rastrigin",20,2,2850,53,118.933989
"DEbest","rastrigin",20,2,2900,54,118.933989
"DEbest","rastrigin",20,2,2950,55,118.933989
"DEbest","rastrigin",20,2,3000,56,118.933989
"DEbest","rastrigin",20,2,3050,57,118.933989
"DEbest","rastrigin",20,2,3100,58,118.933989
"DEbest","rastrigin",20,2,3150,59,118.933989
"DEbest","rastrigin",20,2,3200,60,118.933989
"DEbest","rastrigin",20,2,3250,61,118.933989
"DEbest","rastrigin",20,2,3300,62,118.933989
"DEbest","rastrigin",20,2,3350,63,118.933989
"DEbest","rastrigin",20,2,3400,64,118.933989
"DEbest","rastrigin",20,2,3450,65,118.933989
"DEbest","rastrigin",20,2,3500,66,118.933989
"DEbest","rastrigin",20,2,3550,67,118.933989
"DEbest","rastrigin",20,2,3600,68,118.933989
"DEbest","rastrigin",20,2,3650,69,118.933989
"DEbest","rastrigin",20,2,3700,70,118.933989
"DEbest","rastrigin",20,2,3750,71,118.933989
"DEbest","rastrigin",20,2,3800,72,118.933989
"DEbest","rastrigin",20,2,3850,73,118.933989
"DEbest","rastrigin",20,2,3900,74,118.933989
"DEbest","rastrigin",20,2,3950,75,118.933989
"DEbest","rastrigin",20,2,4000,76,118.933989
"DEbest","rastrigin",20,2,4050,77,118.933989
"DEbest","rastrigin",20,2,4100,78,118.933989
"DEbest","rastrigin",20,2,4150,79,118.933989
"DEbest","rastrigin",20,2,4200,80,117.952776
"DEbest","rastrigin",20,2,4250,81,117.952776
"DEbest","rastrigin",20,2,4300,82,117.952776
"DEbest","rastrigin",20,2,4350,83,117.952776
"DEbest","rastrigin",20,2,4400,84,117.952776
"DEbest","rastrigin",20,2,4450,85,117.952776
"DEbest","rastrigin",20,2,4500,86,117.952776
"DEbest","rastrigin",20,2,4550,87,117.952776
"DEbest","rastrigin",20,2,4600,88,117.952776
"DEbest","rastrigin",20,2,4650,89,117.952776
"DEbest","rastrigin",20,2,4700,90,117.952776
"DEbest","rastrigin",20,2,4750,91,110.292469
"DEbest","rastrigin",20,2,4800,92,110.292469
"DEbest","rastrigin",20,2,4850,93,110.292469
"DEbest","rastrigin",20,2,4900,94,110.292469
"DEbest","rastrigin",20,2,4950,95,110.292469
"DEbest","rastrigin",20,2,5000,96,110.292469
"DEbest","rastrigin",20,3,250,1,254.216738
"DEbest","rastrigin",20,3,300,2,242.930273
"DEbest","rastrigin",20,3,350,3,237.604388
"DEbest","rastrigin",20,3,400,4,237.604388
"DEbest","rastrigin",20,3,450,5,237.604388
"DEbest","rastrigin",20,3,500,6,237.604388
"DEbest","rastrigin",20,3,550,7,225.416207
"DEbest","rastrigin",20,3,600,8,216.693878
"DEbest","rastrigin",20,3,650,9,216.693878
"DEbest","rastrigin",20,3,700,10,212.765932
"DEbest","rastrigin",20,3,750,11,212.765932
"DEbest","rastrigin",20,3,800,12,212.765932
"DEbest","rastrigin",20,3,850,13,212.765932
"DEbest","rastrigin",20,3,900,14,212.765932
"DEbest","rastrigin",20,3,950,15,212.765932
"DEbest","rastrigin",20,3,1000,16,183.594691
"DEbest","rastrigin",20,3,1050,17,183.594691
"DEbest","rastrigin",20,3,1100,18,164.620400
"DEbest","rastrigin",20,3,1150,19,150.408770
"DEbest","rastrigin",20,3,1200,20,150.408770
"DEbest","rastrigin",20,3,1250,21,148.774757
"DEbest","rastrigin",20,3,1300,22,148.774757
"DEbest","rastrigin",20,3,1350,23,146.307092
"DEbest","rastrigin",20,3,1400,24,146.307092
"DEbest","rastrigin",20,3,1450,25,146.307092
"DEbest","rastrigin",20,3,1500,26,146.307092
"DEbest","rastrigin",20,3,1550,27,146.307092
"DEbest","rastrigin",20,3,1600,28,146.307092
"DEbest","rastrigin",20,3,1650,29,146.307092
"DEbest","rastrigin",20,3,1700,30,146.307092
"DEbest","rastrigin",20,3,1750,31,146.307092
"DEbest","rastrigin",20,3,1800,32,146.307092
"DEbest","rastrigin",20,3,1850,33,146.307092
"DEbest","rastrigin",20,3,1900,34,146.307092
"DEbest","rastrigin",20,3,1950,35,146.307092
"DEbest","rastrigin",20,3,2000,36,146.307092
"DEbest","rastrigin",20,3,2050,37,146.307092
"DEbest","rastrigin",20,3,2100,38,146.307092
"DEbest","rastrigin",20,3,2150,39,127.002562
"DEbest","rastrigin",20,3,2200,40,118.453501
"DEbest","rastrigin",20,3,2250,41,118.453501
"DEbest","rastrigin",20,3,2300,42,118.453501
"DEbest","rastrigin",20,3,2350,43,107.143018
"DEbest","rastrigin",20,3,2400,44,107.143018
"DEbest","rastrigin",20,3,2450,45,107.143018
"DEbest","rastrigin",20,3,2500,46,107.143018
"DEbest","rastrigin",20,3,2550,47,107.143018
"DEbest","rastrigin",20,3,2600,48,107.143018
"DEbest","rastrigin",20,3,2650,49,107.143018
"DEbest","rastrigin",20,3,2700,50,107.143018
"DEbest","rastrigin",20,3,2750,51,107.143018
"DEbest","rastrigin",20,3,2800,52,107.143018
"DEbest","rastrigin",20,3,2850,53,107.143018
"DEbest","rastrigin",20,3,2900,54,107.143018
"DEbest","rastrigin",20,3,2950,55,107.143018
"DEbest","rastrigin",20,3,3000,56,107.143018
"DEbest","rastrigin",20,3,3050,57,107.143018
"DEbest","rastrigin",20,3,3100,58,107.143018
"DEbest","rastrigin",20,3,3150,59,107.143018
"DEbest","rastrigin",20,3,3200,60,107.143018
"DEbest","rastrigin",20,3,3250,61,107.143018
"DEbest","rastrigin",20,3,3300,62,107.143018
"DEbest","rastrigin",20,3,3350,63,107.143018
"DEbest","rastrigin",20,3,3400,64,107.143018
"DEbest","rastrigin",20,3,3450,65,107.143018
"DEbest","rastrigin",20,3,3500,66,107.143018
"DEbest","rastrigin",20,3,3550,67,107.143018
"DEbest","rastrigin",20,3,3600,68,107.143018
"DEbest","rastrigin",20,3,3650,69,107.143018
"DEbest","rastrigin",20,3,3700,70,107.143018
"DEbest","rastrigin",20,3,3750,71,107.143018
"DEbest","rastrigin",20,3,3800,72,107.143018
"DEbest","rastrigin",20,3,3850,73,107.143018
"DEbest","rastrigin",20,3,3900,74,107.143018
"DEbest","rastrigin",20,3,3950,75,107.143018
"DEbest","rastrigin",20,3,4000,76,107.143018
"DEbest","rastrigin",20,3,4050,77,107.143018
"DEbest","rastrigin",20,3,4100,78,103.057437
"DEbest","rastrigin",20,3,4150,79,103.057437
"DEbest","rastrigin",20,3,4200,80,103.057437
"DEbest","rastrigin",20,3,4250,81,103.057437
"DEbest","rastrigin",20,3,4300,82,103.057437
"DEbest","rastrigin",20,3,4350,83,103.057437
"DEbest","rastrigin",20,3,4400,84,103.057437
"DEbest","rastrigin",20,3,4450,85,103.057437
"DEbest","rastrigin",20,3,4500,86,103.057437
"DEbest","rastrigin",20,3,4550,87,103.057437
"DEbest","rastrigin",20,3,4600,88,103.057437
"DEbest","rastrigin",20,3,4650,89,103.057437
"DEbest","rastrigin",20,3,4700,90,103.057437
"DEbest","rastrigin",20,3,4750,91,103.057437
"DEbest","rastrigin",20,3,4800,92,103.057437
"DEbest","rastrigin",20,3,4850,93,103.057437
"DEbest","rastrigin",20,3,4900,94,103.057437
"DEbest","rastrigin",20,3,4950,95,103.057437
"DEbest","rastrigin",20,3,5000,96,103.057437
"DEbest","rastrigin",20,4,250,1,211.075546
"DEbest","rastrigin",20,4,300,2,211.075546
"DEbest","rastrigin",20,4,350,3,211.075546
"DEbest","rastrigin",20,4,400,4,211.075546
"DEbest","rastrigin",20,4,450,5,211.075546
"DEbest","rastrigin",20,4,500,6,211.075546
"DEbest","rastrigin",20,4,550,7,211.075546
"DEbest","rastrigin",20,4,600,8,205.608055
"DEbest","rastrigin",20,4,650,9,173.313484
"DEbest","rastrigin",20,4,700,10,173.313484
"DEbest","rastrigin",20,4,750,11,173.313484
"DEbest","rastrigin",20,4,800,12,173.313484
"DEbest","rastrigin",20,4,850,13,173.313484
"DEbest","rastrigin",20,4,900,14,173.313484
"DEbest","rastrigin",20,4,950,15,173.313484
"DEbest","rastrigin",20,4,1000,16,160.854895
"DEbest","rastrigin",20,4,1050,17,160.854895
"DEbest","rastrigin",20,4,1100,18,136.839920
"DEbest","rastrigin",20,4,1150,19,136.839920
"DEbest","rastrigin",20,4,1200,20,136.839920
"DEbest","rastrigin",20,4,1250,21,136.839920
"DEbest","rastrigin",20,4,1300,22,136.839920
"DEbest","rastrigin",20,4,1350,23,136.839920
"DEbest","rastrigin",20,4,1400,24,136.839920
"DEbest","rastrigin",20,4,1450,25,136.839920
"DEbest","rastrigin",20,4,1500,26,136.839920
"DEbest","rastrigin",20,4,1550,27,136.839920
"DEbest","rastrigin",20,4,1600,28,136.839920
"DEbest","rastrigin",20,4,1650,29,136.839920
"DEbest","rastrigin",20,4,1700,30,136.839920
"DEbest","rastrigin",20,4,1750,31,136.839920
"DEbest","rastrigin",20,4,1800,32,136.839920
"DEbest","rastrigin",20,4,1850,33,136.839920
"DEbest","rastrigin",20,4,1900,34,136.839920
"DEbest","rastrigin",20,4,1950,35,136.839920
"DEbest","rastrigin",20,4,2000,36,136.839920
"DEbest","rastrigin",20,4,2050,37,136.839920
"DEbest","rastrigin",20,4,2100,38,136.839920
"DEbest","rastrigin",20,4,2150,39,136.839920
"DEbest","rastrigin",20,4,2200,40,136.839920
"DEbest","rastrigin",20,4,2250,41,136.839920
"DEbest","rastrigin",20,4,2300,42,136.839920
"DEbest","rastrigin",20,4,2350,43,132.816417
"DEbest","rastrigin",20,4,2400,44,132.816417
"DEbest","rastrigin",20,4,2450,45,132.816417
"DEbest","rastrigin",20,4,2500,46,132.816417
"DEbest","rastrigin",20,4,2550,47,132.816417
"DEbest","rastrigin",20,4,2600,48,132.816417
"DEbest","rastrigin",20,4,2650,49,132.816417
"DEbest","rastrigin",20,4,2700,50,132.816417
"DEbest","rastrigin",20,4,2750,51,132.816417
"DEbest","rastrigin",20,4,2800,52,132.297235
"DEbest","rastrigin",20,4,2850,53,132.297235
"DEbest","rastrigin",20,4,2900,54,132.297235
"DEbest","rastrigin",20,4,2950,55,132.297235
"DEbest","rastrigin",20,4,3000,56,132.297235
"DEbest","rastrigin",20,4,3050,57,125.429001
"DEbest","rastrigin",20,4,3100,58,125.429001
"DEbest","rastrigin",20,4,3150,59,125.429001
"DEbest","rastrigin",20,4,3200,60,125.429001
"DEbest","rastrigin",20,4,3250,61,125.429001
"DEbest","rastrigin",20,4,3300,62,125.429001
"DEbest","rastrigin",20,4,3350,63,125.429001
"DEbest","rastrigin",20,4,3400,64,125.429001
"DEbest","rastrigin",20,4,3450,65,118.108948
"DEbest","rastrigin",20,4,3500,66,118.108948
"DEbest","rastrigin",20,4,3550,67,118.108948
"DEbest","rastrigin",20,4,3600,68,105.116783
"DEbest","rastrigin",20,4,3650,69,105.116783
"DEbest","rastrigin",20,4,3700,70,105.116783
"DEbest","rastrigin",20,4,3750,71,105.116783
"DEbest","rastrigin",20,4,3800,72,105.116783
"DEbest","rastrigin",20,4,3850,73,105.116783
"DEbest","rastrigin",20,4,3900,74,105.116783
"DEbest","rastrigin",20,4,3950,75,105.116783
"DEbest","rastrigin",20,4,4000,76,105.116783
"DEbest","rastrigin",20,4,4050,77,105.116783
"DEbest","rastrigin",20,4,4100,78,105.116783
"DEbest","rastrigin",20,4,4150,79,105.116783
"DEbest","rastrigin",20,4,4200,80,105.116783
"DEbest","rastrigin",20,4,4250,81,105.116783
"DEbest","rastrigin",20,4,4300,82,105.116783
"DEbest","rastrigin",20,4,4350,83,105.116783
"DEbest","rastrigin",20,4,4400,84,105.116783
"DEbest","rastrigin",20,4,4450,85,105.116783
"DEbest","rastrigin",20,4,4500,86,105.116783
"DEbest","rastrigin",20,4,4550,87,105.116783
"DEbest","rastrigin",20,4,4600,88,105.116783
"DEbest","rastrigin",20,4,4650,89,105.116783
"DEbest","rastrigin",20,4,4700,90,105.116783
"DEbest","rastrigin",20,4,4750,91,105.116783
"DEbest","rastrigin",20,4,4800,92,105.116783
"DEbest","rastrigin",20,4,4850,93,105.116783
"DEbest","rastrigin",20,4,4900,94,105.116783
"DEbest","rastrigin",20,4,4950,95,105.116783
"DEbest","rastrigin",20,4,5000,96,105.116783
"DEbest","rastrigin",20,5,250,1,266.164975
"DEbest","rastrigin",20,5,300,2,248.154461
"DEbest","rastrigin",20,5,350,3,239.435105
"DEbest","rastrigin",20,5,400,4,235.548359
"DEbest","rastrigin",20,5,450,5,235.548359
"DEbest","rastrigin",20,5,500,6,204.363709
"DEbest","rastrigin",20,5,550,7,204.363709
"DEbest","rastrigin",20,5,600,8,181.807405
"DEbest","rastrigin",20,5,650,9,181.807405
"DEbest","rastrigin",20,5,700,10,181.807405
"DEbest","rastrigin",20,5,750,11,181.807405
"DEbest","rastrigin",20,5,800,12,181.807405
"DEbest","rastrigin",20,5,850,13,181.807405
"DEbest","rastrigin",20,5,900,14,181.807405
"DEbest","rastrigin",20,5,950,15,177.633849
"DEbest","rastrigin",20,5,1000,16,177.292687
"DEbest","rastrigin",20,5,1050,17,177.292687
"DEbest","rastrigin",20,5,1100,18,177.292687
"DEbest","rastrigin",20,5,1150,19,177.292687
"DEbest","rastrigin",20,5,1200,20,177.292687
"DEbest","rastrigin",20,5,1250,21,165.131112
"DEbest","rastrigin",20,5,1300,22,165.131112
"DEbest","rastrigin",20,5,1350,23,165.131112
"DEbest","rastrigin",20,5,1400,24,165.131112
"DEbest","rastrigin",20,5,1450,25,165.131112
"DEbest","rastrigin",20,5,1500,26,165.131112
"DEbest","rastrigin",20,5,1550,27,165.131112
"DEbest","rastrigin",20,5,1600,28,165.131112
"DEbest","rastrigin",20,5,1650,29,155.915361
"DEbest","rastrigin",20,5,1700,30,155.915361
"DEbest","rastrigin",20,5,1750,31,155.915361
"DEbest","rastrigin",20,5,1800,32,155.915361
"DEbest","rastrigin",20,5,1850,33,155.915361
"DEbest","rastrigin",20,5,1900,34,141.951493
"DEbest","rastrigin",20,5,1950,35,141.951493
"DEbest","rastrigin",20,5,2000,36,141.951493
"DEbest","rastrigin",20,5,2050,37,127.982863
"DEbest","rastrigin",20,5,2100,38,127.982863
"DEbest","rastrigin",20,5,2150,39,123.996317
"DEbest","rastrigin",20,5,2200,40,123.996317
"DEbest","rastrigin",20,5,2250,41,123.996317
"DEbest","rastrigin",20,5,2300,42,123.996317
"DEbest","rastrigin",20,5,2350,43,123.996317
"DEbest","rastrigin",20,5,2400,44,123.996317
"DEbest","rastrigin",20,5,2450,45,123.996317
"DEbest","rastrigin",20,5,2500,46,123.996317
"DEbest","rastrigin",20,5,2550,47,123.996317
"DEbest","rastrigin",20,5,2600,48,123.996317
"DEbest","rastrigin",20,5,2650,49,123.996317
"DEbest","rastrigin",20,5,2700,50,123.996317
"DEbest","rastrigin",20,5,2750,51,123.996317
"DEbest","rastrigin",20,5,2800,52,123.996317
"DEbest","rastrigin",20,5,2850,53,123.996317
"DEbest","rastrigin",20,5,2900,54,123.996317
"DEbest","rastrigin",20,5,2950,55,123.996317
"DEbest","rastrigin",20,5,3000,56,123.996317
"DEbest","rastrigin",20,5,3050,57,123.996317
"DEbest","rastrigin",20,5,3100,58,123.996317
"DEbest","rastrigin",20,5,3150,59,123.996317
"DEbest","rastrigin",20,5,3200,60,123.996317
"DEbest","rastrigin",20,5,3250,61,123.996317
"DEbest","rastrigin",20,5,3300,62,123.996317
"DEbest","rastrigin",20,5,3350,63,123.996317
"DEbest","rastrigin",20,5,3400,64,123.996317
"DEbest","rastrigin",20,5,3450,65,123.996317
"DEbest","rastrigin",20,5,3500,66,123.996317
